id,candidate,song,artist,sentiment,theme,album_release_date,line,url
301,Donald Trump.191,Florida State,RiFF RAFF.1,positive.143,money.82,2015.15,"I could switch lanes, Donald Trump private planes",http://genius.com/Riff-raff-florida-state-lyrics
302,Donald Trump.192,Have a Nice Day,Ab-Stract,negative.45,political.32,2015.16,Don't look like change will happen soon / Donald Trump is all that they talk about,http://genius.com/Ab-stract-have-a-nice-day-lyrics
303,Donald Trump.193,Flavas Back,Chino Tovar,negative.46,political.33,2015.17,Stop deportation we just chasing dreams / Donald Trump - King of Slavery,http://genius.com/The-sindicate-flavas-back-lyrics
304,Donald Trump.194,Making Some Moves,DAJ,negative.47,N/A.64,2015.18,"Young n----s get it, fuck Donald Trump",http://genius.com/Daj-making-some-moves-lyrics
305,Donald Trump.195,10 Times,Freddie Gibbs,positive.144,hotel.56,2015.19,"Smokin at the Trump Tower, bout to call a ho",http://genius.com/Freddie-gibbs-10-times-lyrics
306,Donald Trump.196,Sway in The Morning Freestyle,Eminem.2,negative.48,political.34,2015.20,I'm fucked worse than Donald Trump on Lexapro in Mexico across from a Texaco in McDonald's drunk,http://genius.com/Eminem-sway-in-the-morning-freestyle-lyrics
307,Donald Trump.197,Straight Drop,Gucci Mane.2,neutral.111,N/A.65,2015.21,"Hugo Boss, [?], I just Donald Trump you",http://genius.com/Gucci-mane-straight-drop-lyrics
308,Donald Trump.198,So Tight,Hugh Lee,neutral.112,sexual.3,2015.22,She getting down and she stick it out for that money shot / Trump cake,http://genius.com/Hugh-lee-so-tight-lyrics
309,Donald Trump.199,Spraying My Pen,Saukrates,positive.145,money.83,2013.38,"Ain't no apprentice, I'm Donald Trump / Get money, get money, I don't succumb",http://genius.com/K-os-spraying-my-pen-lyrics
310,Donald Trump.200,Money and the Power,Scarface,positive.146,money.84,1991.1,"n---- rollin hard, stackin paper like Trump",http://genius.com/Scarface-money-and-the-power-lyrics
311,Donald Trump.201,Way It Go,SD,positive.147,political.35,2015.23,Presidential shit; the hood Donald Trump,http://genius.com/Sd-way-it-go-lyrics
312,Donald Trump.202,Black Friday,Kendrick Lamar.1,negative.49,political.36,2015.24,"Play with him, bitch you better off voting for Donald Trump",http://genius.com/Kendrick-lamar-black-friday-lyrics
313,Donald Trump.203,One Name,Sheek Louch.2,positive.148,money.85,2005.11,"Big trips, Louis bags, welcome to the ice (bling) / Rock big enough to make Trump look twice",http://genius.com/Sheek-louch-one-name-lyrics
314,Donald Trump.204,Men of Respect,Sheek Louch.3,neutral.113,N/A.66,2007.11,"I'm getting sex from 9th and up, that's living it up / Not Donald Trump but what, buying pies for the class",http://genius.com/Kasino-men-of-respect-lyrics
315,Donald Trump.205,Ransom,Rich White Ladies,negative.50,N/A.67,2015.25,Tie Donald Trump to a stump take a bump with him and a drag,http://genius.com/Rich-white-ladies-ransom-lyrics
316,Donald Trump.206,Spend Some Cheese,Shyne.2,positive.149,money.86,2000.9,"Like Don Trump, Black Ted Turner, totin burners",http://genius.com/Shyne-spend-some-cheese-lyrics
317,Donald Trump.207,Bad Boyz,Shyne.3,positive.150,hotel.57,2000.10,What type of n---- stay in the Trump for weeks? (Bad Boyz),http://genius.com/Shyne-bad-boyz-lyrics
318,Donald Trump.208,Bonnie & Shyne,Shyne.4,neutral.114,hotel.58,2000.11,"Did it all, Four Seasons to the Trump",http://genius.com/Shyne-bonnie-and-shyne-lyrics
319,Donald Trump.209,Free Enterprise,Rick Ross.10,negative.51,political.37,2015.26,Assassinate Trump like I'm Zimmerman,http://genius.com/Rick-ross-free-enterprise-lyrics
320,Donald Trump.210,El Chapo,The Game.2,negative.52,personal.44,2015.27,Come through and knock Donald Trump out his toupee,http://genius.com/The-game-el-chapo-lyrics
321,Donald Trump.211,"Blase (Jeezy, Juicy J & Diddy Remix)",Ty Dolla $ign,negative.53,political.38,2015.28,I donåt fuck with Donald Trump he donåt like us,http://genius.com/Ty-dolla-sign-blase-jeezy-juicy-j-and-diddy-remix-lyrics
322,Donald Trump.212,Coke & Wet,Spank Rock.1,positive.151,money.87,2006.12,"That's Wall Street, Donald Trump, bass grilla stack",http://genius.com/Spank-rock-coke-and-wet-lyrics
323,Donald Trump.213,R.I.C.O. (Remix),Waka Flocka Flame,negative.54,political.39,2015.29,"And fuck Donald Trump, man / I'm sending you straight to Mexico to live in, motherfucker",http://genius.com/Waka-flocka-flame-rico-remix-lyrics
324,Donald Trump.214,Loco,Young Buck,negative.55,political.40,2015.30,And I'm fuck wat Donald Trump talk bout I like change when I met Rosetta,http://genius.com/Young-buck-loco-lyrics
325,Donald Trump.215,Big Tyme,Stretch,positive.152,money.88,2001.6,"I'm beyond that, livin' like Trump",http://genius.com/E-money-bags-big-time-lyrics
326,Donald Trump.216,Pussy,Strings,positive.153,money.89,2002.9,I'm sitting on some make em holla pussy / Bill Gates Donald Trump million dollar pussy,http://genius.com/Strings-pussy-lyrics
327,Donald Trump.217,Computers (Freestyle),Migos.5,neutral.115,hotel.59,2015.31,Smoking power at the Trump tower,http://genius.com/Migos-computers-freestyle-lyrics
328,Donald Trump.218,Trap Problems,Migos.6,neutral.116,The Apprentice.16,2015.32,"Feeling like Donald Trump, bitch you is fired",http://genius.com/Migos-trap-problems-lyrics
329,Donald Trump.219,Zion,Omen,neutral.117,N/A.68,2015.33,"No Donald Trump, Bill Gates or Bruce Wayne / The only thing I had to my name was a few dreams",http://genius.com/Omen-zion-lyrics
330,Donald Trump.220,MONEY LIKE MY OG,Swagg Porter & Star,positive.154,hotel.60,2012.27,"Now its 1st class Flights, Penthouse at the Trump for the Night",http://genius.com/Swagg-porter-and-star-money-like-my-og-lyrics
331,Donald Trump.221,I Think I'm Swipa,Swipa,positive.155,money.90,2013.39,Getting these dollars call me Swipa Trump,http://genius.com/Swipa-i-think-im-swipa-lyrics
332,Donald Trump.222,I Need Dollas,T.I.,positive.156,money.91,2012.28,Used to want dough like JC but now I'm thinking Donald Trump,http://genius.com/Ti-i-need-dollas-lyrics
333,Donald Trump.223,Buku,Robb Bank$,positive.157,hotel.61,2015.34,I'm with my Mexican bitch at the Trump,http://genius.com/Robb-bank-buku-lyrics
334,Donald Trump.224,Gratitude,Talib Kweli,positive.158,hotel.62,2015.35,Joey made this beat in the Trump Tower,http://genius.com/Talib-kweli-gratitude-lyrics
335,Donald Trump.225,Fired,Tech N9ne,neutral.118,The Apprentice.17,2015.36,Donald Trump! (Fire that bitch!),http://genius.com/Tech-n9ne-fired-lyrics
336,Donald Trump.226,Wet Dollars,Tink,positive.159,hotel.63,2015.37,Downtown livin' at the Trump,http://genius.com/Tink-wet-dollars-lyrics
337,Donald Trump.227,Purpose,Young Thug.2,neutral.119,N/A.69,2015.38,"No Donald, I'd Trump that bitch",http://genius.com/Young-thug-purpose-lyrics
338,Donald Trump.228,Datpiff (freeverse series Ep. 4).1,Chris Webby.3,neutral.120,N/A.70,2016.5,You'll never see it like Donald Trump on a prayer mat,http://genius.com/Chris-webby-datpiff-freeverse-series-ep-4-lyrics
339,Donald Trump.229,Driving Gloves,The Alchemist,positive.160,money.92,2015.39,"Pockets Trump like I just struck the lottery, lotto",http://genius.com/Gangrene-driving-gloves-lyrics
340,Donald Trump.230,Gucci Comin Home,BIA,neutral.121,N/A.71,2016.6,Man if Gucci comin' home then we don't need no Donald Trump,http://genius.com/Bia-gucci-comin-home-lyrics
341,Donald Trump.231,Pimps (Free Stylin at the Fortune 500 Club),The Coup.3,positive.161,money.93,1994.4,Trump Trump check out the cash in my trunk / I am Donald Trump me think you mighta heard about me,http://genius.com/The-coup-pimps-free-stylin-at-the-fortune-500-club-lyrics
342,Donald Trump.232,World War 6,Boosie Badazz,neutral.122,political.41,2016.7,"If Trump wins, heås saying heås building the wall to stop the dope",http://genius.com/Boosie-badazz-world-war-6-lyrics
343,Donald Trump.233,Pop Style (Remix),Devvon Terrell,neutral.123,personal.45,2016.8,You want official like Donald Trump hair,http://genius.com/Devvon-terrell-pop-style-remix-lyrics
344,Donald Trump.234,Slenderman,Germ,neutral.124,N/A.72,2016.9,"That gives no fuck, like Trump and such",http://genius.com/Uicideboy-x-germ-slenderman-lyrics
345,Donald Trump.235,Misconceptions 3,Jgivens,neutral.125,political.42,2016.10,They shocked to see us like Donald Trump up in a taqueria,http://genius.com/Lecrae-misconceptions-3-lyrics
346,Donald Trump.236,Lost a Fan,KXNG Crooked.2,neutral.126,money.94,2016.11,"She homeless and they don't give a fuck / Gentrification, they laughin' getting rich as Trump",http://genius.com/Statik-kxng-lost-a-fan-lyrics
347,Donald Trump.237,FLEM,A$AP Ferg,negative.56,political.43,2016.12,"Trump win, I'm flying off the soil",http://genius.com/A-ap-ferg-flem-lyrics
348,Donald Trump.238,Living the Life,The Notorious B.I.G.,positive.162,money.95,2005.12,"Twenty seven cars and a twelve bedroom house, Now they call me Snoopy Trump",http://genius.com/The-notorious-big-living-the-life-lyrics
349,Donald Trump.239,Thought U Lost It,Caskey,negative.57,political.44,2016.13,Our country-fucked if I'm assessin' the candidates / If Donald Trump wins maybe a man of space,http://genius.com/Caskey-thought-u-lost-it-lyrics
350,Donald Trump.240,I Need,Croosh,negative.58,political.45,2016.14,I want to buy Donald Trump and sell him to El Chapo,http://genius.com/Croosh-i-need-lyrics
351,Donald Trump.241,Bad Boy on Death Row,Dave East,negative.59,N/A.73,2016.15,"Donald Trump ain't safe on my block, gotcha your wifey at IHOP",http://genius.com/Dave-east-bad-boy-on-death-row-lyrics
352,Donald Trump.242,CIT4DT,Dooley,negative.60,political.46,2016.16,We got a chopper in the trunk for Donald Trump,http://genius.com/Dooley-cit4dt-lyrics
353,Donald Trump.243,Hard (Freestyle),"Royce Da 5'9"".2",positive.163,hotel.64,2016.17,I'm flyer than Mos Def in a Trump tower surrounded by four chefs,http://genius.com/Royce-da-59-hard-freestyle-lyrics
354,Donald Trump.244,High Seas (C+),Tom Hobbes,positive.164,money.96,2013.40,And I'm all about that real estate so Donald Trump I feel you,http://genius.com/Tom-hobbes-high-seas-c-lyrics
355,Donald Trump.245,Priceless,Tory Lanez,positive.165,money.97,2014.24,I'm countin' money like I'm Donald Trump,http://genius.com/Tory-lanez-priceless-lyrics
356,Donald Trump.246,Billionaire,Twista,positive.166,money.98,2009.11,Donald Trump makin big money go-getter,http://genius.com/Twista-billionaire-lyrics
357,Donald Trump.247,Which Is Cool,Royce da 5Ûª9Û,positive.167,hotel.65,2016.18,"Like Tommy Lee and Pam Anderson, I'm in the Trump Tower",http://genius.com/Royce-da-59-which-is-cool-lyrics
358,Donald Trump.248,My Speech (Queen's Speech Remix),Sik World,neutral.127,political.47,2016.19,Tryna battle me's dumb / Like a Mexican voting for Donald Trump,http://genius.com/Sik-world-my-speech-queens-speech-remix-lyrics
359,Donald Trump.249,Pocket Full of Stones,UGK,positive.168,N/A.74,1992.3,Fuck Black Caesar n----s call me Black Trump,http://genius.com/Ugk-pocket-full-of-stones-lyrics
360,Donald Trump.250,Nobody Speak,El-P,negative.61,personal.46,2016.20,Flame your crew quicker than Trump fucks his youngest,http://genius.com/Dj-shadow-nobody-speak-lyrics
361,Donald Trump.251,Look Me in My Eyes,Vado,positive.169,hotel.66,2014.25,"Having a bunch in the Plaza, top floor on the Trump",http://genius.com/Vado-look-me-in-my-eyes-lyrics
362,Donald Trump.252,Everything's a Go (Remix),Waka Flocka Flame.1,positive.170,money.99,2012.29,"Donald Trump bank account, you can call it that",http://genius.com/Waka-flocka-flame-everythings-a-go-remix-lyrics
363,Donald Trump.253,Wicked Freestyle,Jadakiss.1,negative.62,N/A.75,2016.21,Got the cuban sitting on the fuck Trump crewneck,http://genius.com/Fabolous-wicked-freestyle-lyrics
364,Donald Trump.254,Castle,Kevin Gates.1,negative.63,N/A.76,2016.22,I just told Donald Trump think about if you came from rubble,http://genius.com/Kevin-gates-castle-lyrics
365,Donald Trump.255,Cross 'Em Out and Put a 'K,Westside Connection,positive.171,money.100,1996.4,I smoke and make dough like Trump,http://genius.com/Westside-connection-cross-em-out-and-put-a-k-lyrics
366,Donald Trump.256,Muzzle Toe,Wu-Syndicate,positive.172,money.101,1999.8,"It's reg or not, pockets love Trump Donald",http://genius.com/Wu-syndicate-muzzle-toe-lyrics
367,Donald Trump.257,Red Drops,Limbz,negative.64,money.102,2016.23,My main problem with Trump is how he uses money as distortion / Shows that one man's cash can be everyone's misfortune,http://genius.com/Limbz-red-drops-lyrics
368,Donald Trump.258,No Smoke,Montana of 300,negative.65,N/A.77,2016.24,It's fuck all you n----s like Trump,http://genius.com/Montana-of-300-no-smoke-lyrics
369,Donald Trump.259,Out Here,The Weeknd,positive.173,hotel.67,2016.25,I'm out here in the Trump Tower,http://genius.com/The-weeknd-out-here-lyrics
370,Donald Trump.260,Come Again,Rockie Fresh,negative.66,political.48,2016.26,We fucking up if we let Trump in the office,http://genius.com/Rockie-fresh-come-again-lyrics
371,Donald Trump.261,Dope,T.I..1,negative.67,N/A.78,2016.27,"Where I stay all they say is ÛÏFuck TrumpÛ, all day",http://genius.com/Ti-dope-lyrics
372,Donald Trump.262,Come Down (Remix),T.I..2,negative.68,political.49,2016.28,"I fantasize shooting Trump down, A shot for every black man who got gunned down",http://genius.com/Anderson-paak-come-down-remix-lyrics
373,Donald Trump.263,Miss U,Young Thug.3,positive.174,money.103,2013.41,Feel like Donald Trump,http://genius.com/Young-thug-miss-u-lyrics
374,Donald Trump.264,On the Way,Young Thug.4,positive.175,money.104,2014.26,Bitches got bumps and I'm rich just like Donald Trump,http://genius.com/Mpa-duke-on-the-way-lyrics
375,Donald Trump.265,Digest It,Tiara,negative.69,political.50,2016.29,"The world gon' end real soon, especially if Trump gets elected",http://genius.com/Royce-da-59-digest-it-lyrics
376,Donald Trump.266,Constantly Hating,Young Thug.5,positive.176,money.105,2015.40,I've seen more holes than a golf course on Donald Trumps course,http://genius.com/Young-thug-constantly-hating-lyrics
377,Donald Trump.267,FDT (Fuck Donald Trump),YG & Nipsey Hussle,negative.70,political.51,2016.30,Fuck Donald Trump,http://genius.com/Yg-and-nipsey-hu-le-fdt-fuck-donald-trump-lyrics
378,Donald Trump.268,It's Goin' Down,Yung Joc,positive.177,money.106,2006.13,Boys from the hood call me black Donald Trump,http://genius.com/Yung-joc-its-goin-down-lyrics
